                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     179                                      856                  2.0000000000000000E+000                  2.0000000000000000E-002                  9.4094494615505133E+006                  5.1241789863845048E+005                  9.0719178160748252E+003                  1.7047409921464553E+001                  1.6714144349327820E+000                 -2.6219645733257959E+000                  6.9852532545463386E-001                  5.0808712328172451E-006                  2.8090414968962624E-001                  2.9104509994299678E-005                  5.0270521678972445E-003                  9.3470410534849217E-003                  2.0850244238750349E-003                  2.0000000000000000E+000                  0.0000000000000000E+000                  1.3994940113193950E+000                  6.8590973499912293E-005                  5.6019815298829578E-001                  5.4534830311108277E-003                  3.7066343946202036E-003                  1.8754634786815622E-002                  4.1700488477500715E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5292140565633457E+004                  3.3059657250989322E+006                  1.1731987493782158E+009                  1.6131988202025887E+001                  1.6131988202025894E+001                  9.2290403555730158E-039                  8.1888739366368346E-001                  5.0000000000000000E+001                  1.0000000000000000E+003                  2.9693964232782650E+014                                "r26.4.1"                               "gfortran"                                 "15.2.0"                    "x86_64-linux-26.3.2"                                 "CRMATH"                               "20260506"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  2.0000000000000000E+000                  2.2308414856980704E-001                  3.9625037463817225E+000                 -8.7268657798437914E+000                  3.1373326457180895E+000                  6.9999999994395967E-001                  2.8000000005604048E-001                  1.9999999999999796E-002                  2.7504143789398596E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.9999999999989999E+000                  2.2306084284361416E-001                  3.9704545584089797E+000                 -8.6926809652417276E+000                  3.1887217817717528E+000                  6.9999999994395967E-001                  2.8000000005604048E-001                  1.9999999999999796E-002                  2.9756675135453374E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.9999999999985001E+000                  2.2305007077907857E-001                  3.9762528119211717E+000                 -8.6750281372574882E+000                  3.2198894895818202E+000                  6.9999999994395967E-001                  2.8000000005604048E-001                  1.9999999999999796E-002                  3.0991172541094434E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.9999999999979998E+000                  2.2303972703439334E-001                  3.9811852554964409E+000                 -8.6644979419846262E+000                  3.2425516064848829E+000                  6.9999999994395967E-001                  2.8000000005604048E-001                  1.9999999999999796E-002                  3.1751823651641130E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.9999999999977265E+000                  2.2303420550402039E-001                  3.9848467889639765E+000                 -8.6584538096946577E+000                  3.2578911096643202E+000                  6.9999999994395967E-001                  2.8000000005604048E-001                  1.9999999999999796E-002                  3.2196827357007952E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.9999999999974531E+000                  2.2302876007898675E-001                  3.9886939447877370E+000                 -8.6536538749163050E+000                  3.2727079773319954E+000                  6.9999999994395967E-001                  2.8000000005604048E-001                  1.9999999999999796E-002                  3.2554665069488165E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.9999999999971798E+000                  2.2302337430535696E-001                  3.9927280690633622E+000                 -8.6500644143353220E+000                  3.2870366687788395E+000                  6.9999999994395967E-001                  2.8000000005604048E-001                  1.9999999999999796E-002                  3.2824857993013677E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.9999999999969065E+000                  2.2301803266399467E-001                  3.9990402596889236E+000                 -8.6465719363083018E+000                  3.3076814937661392E+000                  6.9999999994395967E-001                  2.8000000005604048E-001                  1.9999999999999796E-002                  3.3089902989883021E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.9999999999963596E+000                  2.2300743436533765E-001                  4.0081416279354229E+000                 -8.6457621082827085E+000                  3.3337672045653153E+000                  6.9999999994395967E-001                  2.8000000005604048E-001                  1.9999999999999796E-002                  3.3151666066852582E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
